pred,test,diff
327445.84,76.5,327369.34375
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
649969.44,138.5,649830.9375
236703.6,55.96,236647.63375
462424.8,94.5,462330.3125
462424.8,94.5,462330.3125
338308.62,72.5,338236.125
445176.47,94.5,445081.96875
445176.47,94.5,445081.96875
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
338308.62,72.5,338236.125
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
445176.47,94.5,445081.96875
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
236703.6,55.96,236647.63375
338308.62,72.5,338236.125
251605.86,58.900000000000006,251546.959375
462424.8,94.5,462330.3125
462424.8,94.5,462330.3125
462424.8,94.5,462330.3125
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
327445.84,76.5,327369.34375
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
649969.44,138.5,649830.9375
462424.8,94.5,462330.3125
445176.47,94.5,445081.96875
445176.47,94.5,445081.96875
262640.0,76.5,262563.5
366455.22,76.5,366378.71875
223087.95,63.75,223024.203125
190893.56,76.5,190817.0625
250373.67,76.5,250297.171875
269961.9,91.33,269870.57625
190893.56,76.5,190817.0625
569904.9,91.33,569813.545
250373.67,76.5,250297.171875
269961.9,91.33,269870.57625
229091.31,76.5,229014.8125
231006.12,67.15,230938.975
126632.03,76.5,126555.53125
259324.7,76.5,259248.203125
353109.53,76.5,353033.03125
280896.66,76.5,280820.15625
285142.34,76.5,285065.84375
294451.88,55.96,294395.915
175244.34,0.0,175244.34375
340544.2,85.49999999999999,340458.6875
150327.92,89.25,150238.671875
312043.8,89.25,311954.5625
367931.7,76.5,367855.1875
-65907.12,0.0,-65907.1171875
349094.94,68.0,349026.9375
351566.12,68.0,351498.125
332185.38,76.5,332108.875
267304.2,76.5,267227.6875
292550.4,76.5,292473.90625
162228.6,85.49999999999999,162143.09375
387280.5,76.5,387204.0
369644.03,76.5,369567.53125
280721.97,52.35999999999999,280669.60875
155228.94,57.5,155171.4375
155228.94,57.5,155171.4375
380778.44,108.75,380669.6875
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
155228.94,57.5,155171.4375
191252.0,75.0,191177.0
191252.0,75.0,191177.0
380778.44,108.75,380669.6875
191252.0,75.0,191177.0
191252.0,75.0,191177.0
191252.0,75.0,191177.0
-128582.11,0.0,-128582.109375
380778.44,108.75,380669.6875
191252.0,75.0,191177.0
155228.94,57.5,155171.4375
449060.03,94.5,448965.53125
363403.22,72.5,363330.71875
449060.03,94.5,448965.53125
447638.6,94.5,447544.09375
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
447638.6,94.5,447544.09375
447638.6,94.5,447544.09375
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
447638.6,94.5,447544.09375
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
609945.8,138.5,609807.3125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
449060.03,94.5,448965.53125
127175.81,62.0,127113.8125
127175.81,62.0,127113.8125
-119585.16,0.0,-119585.15625
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
306548.4,68.0,306480.40625
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
159130.36,59.99999999999999,159070.359375
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
127175.81,62.0,127113.8125
127175.81,62.0,127113.8125
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
127175.81,62.0,127113.8125
127175.81,62.0,127113.8125
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
200813.14,84.0,200729.140625
339684.34,62.0,339622.34375
339684.34,62.0,339622.34375
127175.81,62.0,127113.8125
339684.34,62.0,339622.34375
127175.81,62.0,127113.8125
-119585.16,0.0,-119585.15625
339684.34,62.0,339622.34375
127175.81,62.0,127113.8125
127175.81,62.0,127113.8125
339684.34,62.0,339622.34375
150964.92,62.0,150902.921875
366495.62,85.49999999999999,366410.125
260005.11,76.5,259928.609375
260005.11,76.5,259928.609375
415463.25,80.7,415382.55
306233.66,76.5,306157.15625
232582.88,68.0,232514.875
251887.61,76.5,251811.109375
244419.23,46.660000000000004,244372.574375
510718.22,104.0,510614.21875
158883.12,76.5,158806.625
357996.0,55.08,357940.92
126697.86,62.0,126635.859375
121470.266,62.0,121408.265625
263099.47,84.0,263015.46875
412417.06,62.0,412355.0625
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
418013.97,62.0,417951.96875
412417.06,62.0,412355.0625
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
418013.97,62.0,417951.96875
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
126697.86,62.0,126635.859375
-147437.38,0.0,-147437.375
263099.47,84.0,263015.46875
126697.86,62.0,126635.859375
121470.266,62.0,121408.265625
412417.06,62.0,412355.0625
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
418013.97,62.0,417951.96875
145111.9,59.99999999999999,145051.90625
412417.06,62.0,412355.0625
412417.06,62.0,412355.0625
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
418013.97,62.0,417951.96875
137562.55,62.0,137500.546875
121470.266,62.0,121408.265625
196508.16,62.0,196446.15625
121470.266,62.0,121408.265625
418013.97,62.0,417951.96875
262981.5,84.0,262897.5
311446.62,68.5,311378.125
138411.78,76.5,138335.28125
325770.3,68.0,325702.3125
143494.42,76.5,143417.921875
404506.4,76.5,404429.90625
286542.25,76.5,286465.75
311434.88,76.5,311358.375
412417.06,62.0,412355.0625
121470.266,62.0,121408.265625
-147437.38,0.0,-147437.375
126697.86,62.0,126635.859375
412417.06,62.0,412355.0625
292932.28,55.96,292876.32125
418013.97,62.0,417951.96875
121470.266,62.0,121408.265625
412417.06,62.0,412355.0625
315317.28,76.5,315240.78125
400081.06,90.0,399991.0625
411839.0,90.0,411749.0
411839.0,90.0,411749.0
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
295312.78,65.0,295247.78125
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
-18685.568,0.0,-18685.568359375
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
411839.0,90.0,411749.0
411839.0,90.0,411749.0
400081.06,90.0,399991.0625
397804.2,90.0,397714.1875
400081.06,90.0,399991.0625
411839.0,90.0,411749.0
295312.78,65.0,295247.78125
385032.38,90.0,384942.375
411839.0,90.0,411749.0
400081.06,90.0,399991.0625
599217.56,130.5,599087.0625
440283.62,98.20000000000002,440185.425
400081.06,90.0,399991.0625
-18685.568,0.0,-18685.568359375
402266.72,90.0,402176.71875
397804.2,90.0,397714.1875
411839.0,90.0,411749.0
400081.06,90.0,399991.0625
471693.75,98.20000000000002,471595.55
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
400081.06,90.0,399991.0625
327221.66,68.0,327153.65625
586790.7,85.0,586705.6875
185206.81,17.6,185189.2125
586790.7,85.0,586705.6875
586790.7,85.0,586705.6875
185206.81,17.6,185189.2125
-15206.818,0.0,-15206.818359375
391381.7,76.5,391305.1875
594217.06,0.0,594217.0625
-10582.683,0.0,-10582.6826171875
-50113.33,0.0,-50113.328125
48254.9,0.0,48254.8984375
21717.197,0.0,21717.197265625
-159434.72,0.0,-159434.71875
257282.2,76.5,257205.703125
180031.7,0.0,180031.703125
-159434.72,0.0,-159434.71875
305648.66,94.0,305554.65625
267016.8,124.25,266892.5625
333238.94,76.5,333162.4375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
408184.53,86.00000000000001,408098.53125
250192.7,63.0,250129.703125
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
250192.7,63.0,250129.703125
485186.88,94.5,485092.375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
250192.7,63.0,250129.703125
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
485186.88,94.5,485092.375
248217.73,36.25,248181.484375
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
379051.75,86.00000000000001,378965.75
379051.75,86.00000000000001,378965.75
510881.1,94.5,510786.59375
379051.75,86.00000000000001,378965.75
379051.75,86.00000000000001,378965.75
472705.1,94.5,472610.59375
510881.1,94.5,510786.59375
536507.25,124.7,536382.55
379051.75,86.00000000000001,378965.75
510881.1,94.5,510786.59375
510881.1,94.5,510786.59375
125235.95,62.0,125173.953125
-111703.56,0.0,-111703.5625
143088.62,62.0,143026.625
101801.91,62.0,101739.90625
115527.914,62.0,115465.9140625
101801.91,62.0,101739.90625
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
101009.13,62.0,100947.1328125
101801.91,62.0,101739.90625
-111703.56,0.0,-111703.5625
97637.08,62.0,97575.078125
101801.91,62.0,101739.90625
350153.5,63.0,350090.5
101801.91,62.0,101739.90625
149189.73,59.99999999999999,149129.734375
117652.664,62.0,117590.6640625
115527.914,62.0,115465.9140625
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
101801.91,62.0,101739.90625
390854.72,62.0,390792.71875
134914.64,62.0,134852.640625
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
122220.67,62.0,122158.671875
115527.914,62.0,115465.9140625
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
390854.72,62.0,390792.71875
434495.66,85.49999999999999,434410.15625
3225.426,0.0,3225.426025390625
388105.1,76.5,388028.59375
-122425.32,0.0,-122425.3203125
319933.28,58.900000000000006,319874.38125
428199.53,62.0,428137.53125
149256.44,62.0,149194.4375
418777.7,62.0,418715.6875
418777.7,62.0,418715.6875
149256.44,62.0,149194.4375
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
175463.14,84.0,175379.140625
418777.7,62.0,418715.6875
418777.7,62.0,418715.6875
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
418777.7,62.0,418715.6875
149256.44,62.0,149194.4375
149256.44,62.0,149194.4375
111662.72,62.0,111600.71875
214907.08,59.99999999999999,214847.078125
-63527.707,0.0,-63527.70703125
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
390478.66,76.5,390402.15625
286876.53,84.0,286792.53125
149256.44,62.0,149194.4375
149256.44,62.0,149194.4375
225114.88,59.99999999999999,225054.875
-63527.707,0.0,-63527.70703125
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
418777.7,62.0,418715.6875
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
418777.7,62.0,418715.6875
149256.44,62.0,149194.4375
194097.56,84.0,194013.5625
111662.72,62.0,111600.71875
418777.7,62.0,418715.6875
428199.53,62.0,428137.53125
149256.44,62.0,149194.4375
149256.44,62.0,149194.4375
225114.88,59.99999999999999,225054.875
428199.53,62.0,428137.53125
428199.53,62.0,428137.53125
550346.2,84.0,550262.1875
418777.7,62.0,418715.6875
428199.53,62.0,428137.53125
280073.75,85.49999999999999,279988.25
319910.7,65.0,319845.6875
276127.8,75.0,276052.8125
246791.55,76.5,246715.046875
380790.44,76.5,380713.9375
352799.28,76.5,352722.78125
224750.78,69.4,224681.38125
212019.44,55.9,211963.5375
334636.56,0.0,334636.5625
329262.78,0.0,329262.78125
439198.9,65.0,439133.90625
-14462.924,0.0,-14462.923828125
-3871.1196,0.0,-3871.11962890625
331792.16,91.38,331700.77625
119751.58,88.40000000000002,119663.178125
350584.47,88.40000000000002,350496.06875
335624.56,65.0,335559.5625
-284923.84,0.0,-284923.84375
243404.48,76.5,243327.984375
235053.62,58.900000000000006,234994.725
201895.9,76.5,201819.40625
483987.56,106.75,483880.8125
346403.88,76.5,346327.375
381505.3,46.660000000000004,381458.6525
335624.56,65.0,335559.5625
276461.94,76.5,276385.4375
356881.0,55.08,356825.92
402297.16,76.5,402220.65625
241616.6,55.96,241560.63375
89995.52,36.0,89959.5234375
410341.94,68.0,410273.9375
188314.14,75.79,188238.350625
168715.97,63.46,168652.50875
168715.97,63.46,168652.50875
219900.1,68.0,219832.09375
398007.3,75.0,397932.3125
290593.28,89.75,290503.53125
300704.78,72.5,300632.28125
408600.12,94.5,408505.625
408600.12,94.5,408505.625
307272.88,76.5,307196.375
331330.34,94.5,331235.84375
331330.34,94.5,331235.84375
408600.12,94.5,408505.625
408600.12,94.5,408505.625
408600.12,94.5,408505.625
349395.56,85.49999999999999,349310.0625
344617.62,138.5,344479.125
408600.12,94.5,408505.625
494002.12,94.5,493907.625
408600.12,94.5,408505.625
331330.34,94.5,331235.84375
408600.12,94.5,408505.625
304737.97,72.5,304665.46875
408600.12,94.5,408505.625
494002.12,94.5,493907.625
331330.34,94.5,331235.84375
408600.12,94.5,408505.625
408600.12,94.5,408505.625
291636.7,80.75,291555.9375
300704.78,72.5,300632.28125
408600.12,94.5,408505.625
408600.12,94.5,408505.625
494002.12,94.5,493907.625
331330.34,94.5,331235.84375
331330.34,94.5,331235.84375
146853.83,36.25,146817.578125
-35853.79,76.5,-35930.2890625
310670.84,76.5,310594.34375
-156576.12,0.0,-156576.125
186873.55,76.5,186797.046875
-91007.08,0.0,-91007.078125
812414.3,75.0,812339.3125
18116.35,0.0,18116.349609375
375792.16,75.0,375717.15625
,12.0,
122068.82,12.0,122056.8203125
381444.9,85.49999999999999,381359.40625
-111397.445,0.0,-111397.4453125
122068.82,12.0,122056.8203125
308787.88,62.0,308725.875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
100232.43,62.0,100170.4296875
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
308787.88,62.0,308725.875
101747.16,59.99999999999999,101687.15625
-1882.7659,84.0,-1966.765869140625
308787.88,62.0,308725.875
61758.355,62.0,61696.35546875
61758.355,62.0,61696.35546875
308787.88,62.0,308725.875
-211631.0,0.0,-211631.0
308787.88,62.0,308725.875
195847.06,76.5,195770.5625
440252.34,76.5,440175.84375
427405.84,76.5,427329.34375
-1882.7659,84.0,-1966.765869140625
-161121.27,0.0,-161121.265625
373574.94,80.0,373494.9375
20668.707,0.0,20668.70703125
369191.6,80.0,369111.59375
220434.53,0.0,220434.53125
220434.53,0.0,220434.53125
358613.16,90.0,358523.15625
719287.4,65.0,719222.375
291225.88,80.0,291145.875
37856.04,84.0,37772.0390625
296184.94,62.0,296122.9375
171390.97,84.0,171306.96875
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
400766.4,75.0,400691.40625
253766.98,75.0,253691.984375
412231.75,75.0,412156.75
411612.7,75.0,411537.6875
310281.12,0.0,310281.125
245792.45,6.0,245786.453125
245792.45,6.0,245786.453125
235123.16,0.0,235123.15625
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
198204.84,85.49999999999999,198119.34375
,12.0,
411775.12,75.0,411700.125
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
-203828.12,0.0,-203828.125
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
99207.66,62.0,99145.65625
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
,18.0,
355552.22,105.0,355447.21875
859853.1,75.0,859778.125
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
296184.94,62.0,296122.9375
220069.34,76.5,219992.84375
76678.086,62.0,76616.0859375
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
571527.2,65.0,571462.1875
571527.2,65.0,571462.1875
796371.56,59.99999999999999,796311.5625
571527.2,65.0,571462.1875
158610.25,76.5,158533.75
937895.2,65.0,937830.1875
937895.2,65.0,937830.1875
497249.16,59.99999999999999,497189.15625
571527.2,65.0,571462.1875
937895.2,65.0,937830.1875
796371.56,59.99999999999999,796311.5625
571527.2,65.0,571462.1875
937895.2,65.0,937830.1875
937895.2,65.0,937830.1875
937895.2,65.0,937830.1875
571527.2,65.0,571462.1875
539111.94,0.0,539111.9375
176204.81,61.0,176143.8125
937895.2,65.0,937830.1875
937895.2,65.0,937830.1875
347792.62,90.0,347702.625
937895.2,65.0,937830.1875
796371.56,59.99999999999999,796311.5625
721494.2,90.0,721404.1875
937895.2,65.0,937830.1875
571527.2,65.0,571462.1875
218810.6,66.0,218744.59375
937895.2,65.0,937830.1875
937895.2,65.0,937830.1875
338475.7,76.5,338399.1875
571527.2,65.0,571462.1875
937895.2,65.0,937830.1875
796371.56,59.99999999999999,796311.5625
937895.2,65.0,937830.1875
372501.44,80.0,372421.4375
497249.16,59.99999999999999,497189.15625
571527.2,65.0,571462.1875
539111.94,0.0,539111.9375
260736.3,67.5,260668.796875
260736.3,67.5,260668.796875
429972.72,90.0,429882.71875
399145.94,75.0,399070.9375
117819.5,76.5,117743.0
159441.25,85.49999999999999,159355.75
20091.666,84.0,20007.666015625
76678.086,62.0,76616.0859375
296184.94,62.0,296122.9375
-203828.12,0.0,-203828.125
199725.8,70.0,199655.796875
329645.5,67.0,329578.5
366904.44,70.0,366834.4375
397658.0,81.0,397577.0
300321.34,81.0,300240.34375
448675.28,80.0,448595.28125
829097.44,81.0,829016.4375
792695.1,90.0,792605.125
567295.25,81.0,567214.25
15050.176,0.0,15050.17578125
347881.1,90.0,347791.09375
484993.62,75.0,484918.625
100858.79,0.0,100858.7890625
300295.9,68.0,300227.90625
431771.38,90.0,431681.375
387123.72,76.5,387047.21875
51727.555,76.08,51651.4746875
78396.82,63.75,78333.0703125
429189.0,67.0,429122.0
429189.0,67.0,429122.0
394819.2,67.0,394752.1875
287277.16,75.0,287202.15625
284560.8,75.0,284485.8125
507685.62,97.99999999999999,507587.625
499977.38,75.0,499902.375
366383.72,81.0,366302.71875
72622.33,62.0,72560.328125
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
261652.42,75.0,261577.421875
250573.75,75.0,250498.75
563332.9,81.0,563251.875
72622.33,62.0,72560.328125
-12453.279,84.0,-12537.279296875
411971.06,75.0,411896.0625
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
314005.4,62.0,313943.40625
459643.97,80.0,459563.96875
686661.25,162.0,686499.25
72622.33,62.0,72560.328125
502498.56,153.0,502345.5625
72622.33,62.0,72560.328125
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
314005.4,62.0,313943.40625
314005.4,62.0,313943.40625
-12453.279,84.0,-12537.279296875
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
-164432.4,0.0,-164432.40625
587861.8,81.0,587780.8125
-12453.279,84.0,-12537.279296875
422441.66,81.0,422360.65625
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
72622.33,62.0,72560.328125
72622.33,62.0,72560.328125
72622.33,62.0,72560.328125
-191258.53,0.0,-191258.53125
72622.33,62.0,72560.328125
25289.58,62.0,25227.580078125
72622.33,62.0,72560.328125
381449.25,97.99999999999999,381351.25
411971.06,75.0,411896.0625
72622.33,62.0,72560.328125
72622.33,62.0,72560.328125
314005.4,62.0,313943.40625
340164.44,59.99999999999999,340104.4375
352257.97,90.0,352167.96875
398971.06,75.0,398896.0625
382400.22,76.5,382323.71875
392934.78,76.5,392858.28125
443118.88,75.0,443043.875
324054.16,76.5,323977.65625
437464.72,90.0,437374.71875
358977.44,76.5,358900.9375
362428.28,76.5,362351.78125
404508.16,75.0,404433.15625
519177.62,80.0,519097.625
520680.6,153.0,520527.59375
295233.22,75.0,295158.21875
379970.88,97.99999999999999,379872.875
597845.75,89.00000000000001,597756.75
484624.12,75.0,484549.125
120925.836,76.5,120849.3359375
412391.66,75.0,412316.65625
395447.16,75.0,395372.15625
282591.12,90.0,282501.125
120925.836,76.5,120849.3359375
405317.3,100.0,405217.3125
432112.62,94.5,432018.125
377757.34,94.5,377662.84375
355479.47,72.5,355406.96875
432112.62,94.5,432018.125
307070.66,86.00000000000001,306984.65625
552217.9,86.00000000000001,552131.875
389174.28,94.5,389079.78125
190613.53,36.25,190577.28125
432112.62,94.5,432018.125
597845.75,89.00000000000001,597756.75
612995.0,50.8,612944.2
287012.78,100.0,286912.78125
302946.47,76.5,302869.96875
444207.1,75.0,444132.09375
552217.9,86.00000000000001,552131.875
377757.34,94.5,377662.84375
357191.84,124.7,357067.14375
552217.9,86.00000000000001,552131.875
446982.56,153.0,446829.5625
389174.28,94.5,389079.78125
389174.28,94.5,389079.78125
377757.34,94.5,377662.84375
432112.62,94.5,432018.125
432112.62,94.5,432018.125
432112.62,94.5,432018.125
432112.62,94.5,432018.125
552217.9,86.00000000000001,552131.875
377757.34,94.5,377662.84375
432112.62,94.5,432018.125
552217.9,86.00000000000001,552131.875
389174.28,94.5,389079.78125
552217.9,86.00000000000001,552131.875
432112.62,94.5,432018.125
432112.62,94.5,432018.125
552217.9,86.00000000000001,552131.875
472814.12,97.99999999999999,472716.125
432112.62,94.5,432018.125
432112.62,94.5,432018.125
377757.34,94.5,377662.84375
432112.62,94.5,432018.125
432112.62,94.5,432018.125
307070.66,86.00000000000001,306984.65625
377757.34,94.5,377662.84375
377757.34,94.5,377662.84375
432112.62,94.5,432018.125
432112.62,94.5,432018.125
23816.354,62.0,23754.353515625
39780.734,62.0,39718.734375
320456.38,62.0,320394.375
-182182.7,0.0,-182182.703125
39780.734,62.0,39718.734375
825904.94,81.0,825823.9375
23816.354,62.0,23754.353515625
39780.734,62.0,39718.734375
-28284.71,84.0,-28368.7109375
320456.38,62.0,320394.375
22030.92,62.0,21968.919921875
39780.734,62.0,39718.734375
320456.38,62.0,320394.375
-185211.14,0.0,-185211.140625
39780.734,62.0,39718.734375
23816.354,62.0,23754.353515625
-28284.71,84.0,-28368.7109375
369283.06,90.0,369193.0625
23816.354,62.0,23754.353515625
23816.354,62.0,23754.353515625
39780.734,62.0,39718.734375
122840.49,59.99999999999999,122780.4921875
39780.734,62.0,39718.734375
39780.734,62.0,39718.734375
22030.92,62.0,21968.919921875
23816.354,62.0,23754.353515625
39780.734,62.0,39718.734375
320456.38,62.0,320394.375
39780.734,62.0,39718.734375
39780.734,62.0,39718.734375
39780.734,62.0,39718.734375
128039.41,59.99999999999999,127979.40625
320456.38,62.0,320394.375
297137.34,88.0,297049.34375
375167.22,97.99999999999999,375069.21875
438527.78,81.0,438446.78125
531461.2,88.0,531373.1875
476696.34,153.0,476543.34375
262452.3,76.5,262375.8125
69169.89,63.75,69106.140625
57057.11,63.75,56993.359375
481254.78,80.0,481174.78125
207965.17,67.5,207897.671875
511198.75,153.0,511045.75
451141.47,75.0,451066.46875
404319.6,105.0,404214.59375
207965.17,67.5,207897.671875
1124289.5,0.0,1124289.5
488777.62,99.0,488678.625
488777.62,99.0,488678.625
495839.38,153.0,495686.375
420866.47,96.0,420770.46875
1318703.9,153.0,1318550.875
410828.1,97.99999999999999,410730.09375
425222.9,97.99999999999999,425124.90625
521780.22,105.0,521675.21875
395726.7,76.5,395650.1875
313251.22,76.5,313174.71875
-120109.81,0.0,-120109.8125
247141.73,76.5,247065.234375
277849.44,76.5,277772.9375
185543.78,65.0,185478.78125
422706.28,89.00000000000001,422617.28125
454704.7,115.0,454589.6875
829961.94,115.0,829846.9375
843942.8,115.0,843827.8125
855595.2,115.0,855480.1875
34183.28,62.0,34121.28125
-27062.195,62.0,-27124.1953125
334996.78,62.0,334934.78125
334996.78,62.0,334934.78125
406341.5,75.0,406266.5
386163.84,67.0,386096.84375
360536.7,75.0,360461.6875
21529.268,62.0,21467.267578125
-176690.38,0.0,-176690.375
689790.25,96.0,689694.25
513231.4,105.0,513126.40625
1214129.1,96.0,1214033.125
459417.7,89.00000000000001,459328.6875
21529.268,62.0,21467.267578125
147038.72,62.0,146976.71875
48618.8,62.0,48556.80078125
-27062.195,62.0,-27124.1953125
622444.4,97.99999999999999,622346.375
87730.62,62.0,87668.6171875
87730.62,62.0,87668.6171875
414308.94,75.0,414233.9375
34183.28,62.0,34121.28125
-27062.195,62.0,-27124.1953125
334996.78,62.0,334934.78125
508959.62,105.0,508854.625
147038.72,62.0,146976.71875
334996.78,62.0,334934.78125
87730.62,62.0,87668.6171875
34183.28,62.0,34121.28125
334996.78,62.0,334934.78125
443803.53,90.0,443713.53125
