pred,test,diff
82.44009,94.5,-12.059913635253906
85.634224,94.5,-8.865776062011719
82.44009,94.5,-12.059913635253906
43.834,55.96,-12.126000366210938
62.649746,72.5,-9.85025405883789
46.593678,58.900000000000006,-12.306322479248053
85.634224,94.5,-8.865776062011719
85.634224,94.5,-8.865776062011719
85.634224,94.5,-8.865776062011719
85.634224,94.5,-8.865776062011719
82.44009,94.5,-12.059913635253906
60.63812,76.5,-15.861881256103516
85.634224,94.5,-8.865776062011719
82.44009,94.5,-12.059913635253906
120.364716,138.5,-18.135284423828125
85.634224,94.5,-8.865776062011719
82.44009,94.5,-12.059913635253906
82.44009,94.5,-12.059913635253906
48.63704,76.5,-27.862960815429688
67.862076,76.5,-8.637924194335938
41.312584,63.75,-22.437416076660156
35.35066,76.5,-41.14934158325195
46.365494,76.5,-30.134506225585938
49.992943,91.33,-41.337057189941405
35.35066,76.5,-41.14934158325195
105.53794,91.33,14.207940979003908
46.365494,76.5,-30.134506225585938
49.992943,91.33,-41.337057189941405
42.424316,76.5,-34.07568359375
42.77891,67.15,-24.371088409423834
23.450377,76.5,-53.04962348937988
48.023094,76.5,-28.476905822753906
65.390656,76.5,-11.109344482421875
52.0179,76.5,-24.482101440429688
52.80414,76.5,-23.69586181640625
54.528126,55.96,-1.4318742370605477
32.452656,0.0,32.45265579223633
63.06374,85.49999999999999,-22.436260223388658
27.838505,89.25,-61.411495208740234
57.785892,89.25,-31.464107513427734
68.1355,76.5,-8.364501953125
-12.205022,0.0,-12.205021858215332
64.64721,68.0,-3.3527908325195312
65.104836,68.0,-2.8951644897460938
61.51581,76.5,-14.98419189453125
49.500774,76.5,-26.999225616455078
54.176,76.5,-22.32400131225586
30.042332,85.49999999999999,-55.457668304443345
71.71861,76.5,-4.7813873291015625
68.4526,76.5,-8.047401428222656
51.98555,52.35999999999999,-0.3744500732421798
28.7461,57.5,-28.7539005279541
28.7461,57.5,-28.7539005279541
70.51453,108.75,-38.2354736328125
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
28.7461,57.5,-28.7539005279541
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
70.51453,108.75,-38.2354736328125
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
35.417038,75.0,-39.58296203613281
-23.811502,0.0,-23.81150245666504
70.51453,108.75,-38.2354736328125
35.417038,75.0,-39.58296203613281
28.7461,57.5,-28.7539005279541
83.15926,94.5,-11.340736389160156
67.29689,72.5,-5.2031097412109375
83.15926,94.5,-11.340736389160156
82.896034,94.5,-11.603965759277344
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
82.896034,94.5,-11.603965759277344
82.896034,94.5,-11.603965759277344
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
82.896034,94.5,-11.603965759277344
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
112.95293,138.5,-25.547073364257812
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
83.15926,94.5,-11.340736389160156
23.551077,62.0,-38.448923110961914
23.551077,62.0,-38.448923110961914
-22.1454,0.0,-22.14539909362793
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
56.768223,68.0,-11.23177719116211
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
29.468586,59.99999999999999,-30.531414031982415
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
23.551077,62.0,-38.448923110961914
23.551077,62.0,-38.448923110961914
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
23.551077,62.0,-38.448923110961914
23.551077,62.0,-38.448923110961914
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
37.18762,84.0,-46.812381744384766
62.90451,62.0,0.904510498046875
62.90451,62.0,0.904510498046875
23.551077,62.0,-38.448923110961914
62.90451,62.0,0.904510498046875
23.551077,62.0,-38.448923110961914
-22.1454,0.0,-22.14539909362793
62.90451,62.0,0.904510498046875
23.551077,62.0,-38.448923110961914
23.551077,62.0,-38.448923110961914
62.90451,62.0,0.904510498046875
27.956467,62.0,-34.04353332519531
67.86956,85.49999999999999,-17.630439758300767
48.149094,76.5,-28.350906372070312
48.149094,76.5,-28.350906372070312
76.93764,80.7,-3.7623626708984403
56.709938,76.5,-19.790061950683594
43.070904,68.0,-24.929096221923828
46.645855,76.5,-29.854145050048828
45.26282,46.660000000000004,-1.397178802490238
94.577446,104.0,-9.422554016113281
29.422802,76.5,-47.07719802856445
66.295555,55.08,11.215555114746095
23.462566,62.0,-38.53743362426758
22.494493,62.0,-39.50550651550293
48.722122,84.0,-35.27787780761719
76.37353,62.0,14.373527526855469
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
77.409996,62.0,15.409996032714844
76.37353,62.0,14.373527526855469
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
77.409996,62.0,15.409996032714844
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
23.462566,62.0,-38.53743362426758
-27.303217,0.0,-27.3032169342041
48.722122,84.0,-35.27787780761719
23.462566,62.0,-38.53743362426758
22.494493,62.0,-39.50550651550293
76.37353,62.0,14.373527526855469
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
77.409996,62.0,15.409996032714844
26.872574,59.99999999999999,-33.12742614746093
76.37353,62.0,14.373527526855469
76.37353,62.0,14.373527526855469
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
77.409996,62.0,15.409996032714844
25.474545,62.0,-36.525455474853516
22.494493,62.0,-39.50550651550293
36.3904,62.0,-25.609600067138672
22.494493,62.0,-39.50550651550293
77.409996,62.0,15.409996032714844
48.70028,84.0,-35.299720764160156
57.6753,68.5,-10.824699401855469
25.631811,76.5,-50.86818885803223
60.327835,68.0,-7.6721649169921875
26.573042,76.5,-49.926958084106445
74.90859,76.5,-1.5914077758789062
53.063377,76.5,-23.436622619628906
57.673122,76.5,-18.82687759399414
76.37353,62.0,14.373527526855469
22.494493,62.0,-39.50550651550293
-27.303217,0.0,-27.3032169342041
23.462566,62.0,-38.53743362426758
76.37353,62.0,14.373527526855469
54.24672,55.96,-1.7132806396484384
77.409996,62.0,15.409996032714844
22.494493,62.0,-39.50550651550293
76.37353,62.0,14.373527526855469
58.39209,76.5,-18.10791015625
74.08909,90.0,-15.910911560058594
76.26648,90.0,-13.7335205078125
76.26648,90.0,-13.7335205078125
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
54.68755,65.0,-10.312450408935547
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
-3.4602904,0.0,-3.4602904319763184
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
76.26648,90.0,-13.7335205078125
76.26648,90.0,-13.7335205078125
74.08909,90.0,-15.910911560058594
73.66744,90.0,-16.332557678222656
74.08909,90.0,-15.910911560058594
76.26648,90.0,-13.7335205078125
54.68755,65.0,-10.312450408935547
71.30229,90.0,-18.697708129882812
76.26648,90.0,-13.7335205078125
74.08909,90.0,-15.910911560058594
110.96622,130.5,-19.533782958984375
81.534004,98.20000000000002,-16.665995788574236
74.08909,90.0,-15.910911560058594
-3.4602904,0.0,-3.4602904319763184
74.493835,90.0,-15.50616455078125
73.66744,90.0,-16.332557678222656
76.26648,90.0,-13.7335205078125
74.08909,90.0,-15.910911560058594
87.35069,98.20000000000002,-10.84930725097658
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
74.08909,90.0,-15.910911560058594
60.596603,68.0,-7.4033966064453125
108.66495,85.0,23.664947509765625
34.297558,17.6,16.697557830810545
108.66495,85.0,23.664947509765625
108.66495,85.0,23.664947509765625
34.297558,17.6,16.697557830810545
-2.8160775,0.0,-2.816077470779419
72.47809,76.5,-4.02191162109375
110.0402,0.0,110.04019927978516
-1.959756,0.0,-1.9597560167312622
-9.280246,0.0,-9.280245780944824
8.936092,0.0,8.936092376708984
4.0217032,0.0,4.021703243255615
-29.524948,0.0,-29.524948120117188
47.64485,76.5,-28.855148315429688
33.339203,0.0,33.339202880859375
-29.524948,0.0,-29.524948120117188
56.6016,94.0,-37.398399353027344
49.447556,124.25,-74.80244445800781
61.710915,76.5,-14.789085388183594
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
75.58973,86.00000000000001,-10.410270690917983
46.33198,63.0,-16.668018341064453
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
46.33198,63.0,-16.668018341064453
89.84942,94.5,-4.650581359863281
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
46.33198,63.0,-16.668018341064453
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
89.84942,94.5,-4.650581359863281
45.966248,36.25,9.71624755859375
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
70.19477,86.00000000000001,-15.805229187011733
70.19477,86.00000000000001,-15.805229187011733
94.60761,94.5,0.10761260986328125
70.19477,86.00000000000001,-15.805229187011733
70.19477,86.00000000000001,-15.805229187011733
87.53798,94.5,-6.9620208740234375
94.60761,94.5,0.10761260986328125
99.353195,124.7,-25.346804809570315
70.19477,86.00000000000001,-15.805229187011733
94.60761,94.5,0.10761260986328125
94.60761,94.5,0.10761260986328125
23.191843,62.0,-38.808156967163086
-20.685844,0.0,-20.68584442138672
26.497892,62.0,-35.50210762023926
18.852205,62.0,-43.14779472351074
21.394058,62.0,-40.60594177246094
18.852205,62.0,-43.14779472351074
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
18.705395,62.0,-43.29460525512695
18.852205,62.0,-43.14779472351074
-20.685844,0.0,-20.68584442138672
18.08094,62.0,-43.91905975341797
18.852205,62.0,-43.14779472351074
64.84324,63.0,1.8432388305664062
18.852205,62.0,-43.14779472351074
27.62773,59.99999999999999,-32.37227058410644
21.78753,62.0,-40.21246910095215
21.394058,62.0,-40.60594177246094
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
18.852205,62.0,-43.14779472351074
72.3805,62.0,10.380500793457031
24.984194,62.0,-37.01580619812012
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
22.633457,62.0,-39.36654281616211
21.394058,62.0,-40.60594177246094
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
72.3805,62.0,10.380500793457031
80.46216,85.49999999999999,-5.037841796874986
0.5973011,0.0,0.5973011255264282
71.871315,76.5,-4.628684997558594
-22.671356,0.0,-22.671356201171875
59.246906,58.900000000000006,0.34690628051757244
79.29621,62.0,17.29621124267578
27.640081,62.0,-34.35991859436035
77.55142,62.0,15.551422119140625
77.55142,62.0,15.551422119140625
27.640081,62.0,-34.35991859436035
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
32.493176,84.0,-51.5068244934082
77.55142,62.0,15.551422119140625
77.55142,62.0,15.551422119140625
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
77.55142,62.0,15.551422119140625
27.640081,62.0,-34.35991859436035
27.640081,62.0,-34.35991859436035
20.678282,62.0,-41.32171821594238
39.797607,59.99999999999999,-20.202392578124993
-11.76439,0.0,-11.764389991760254
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
72.31086,76.5,-4.189140319824219
53.125286,84.0,-30.874713897705078
27.640081,62.0,-34.35991859436035
27.640081,62.0,-34.35991859436035
41.68794,59.99999999999999,-18.312061309814446
-11.76439,0.0,-11.764389991760254
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
77.55142,62.0,15.551422119140625
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
77.55142,62.0,15.551422119140625
27.640081,62.0,-34.35991859436035
35.943993,84.0,-48.056007385253906
20.678282,62.0,-41.32171821594238
77.55142,62.0,15.551422119140625
79.29621,62.0,17.29621124267578
27.640081,62.0,-34.35991859436035
27.640081,62.0,-34.35991859436035
41.68794,59.99999999999999,-18.312061309814446
79.29621,62.0,17.29621124267578
79.29621,62.0,17.29621124267578
101.91596,84.0,17.91596221923828
77.55142,62.0,15.551422119140625
79.29621,62.0,17.29621124267578
51.86551,85.49999999999999,-33.63449096679686
59.24272,65.0,-5.7572784423828125
51.13478,75.0,-23.865219116210938
45.702137,76.5,-30.797863006591797
70.51675,76.5,-5.983253479003906
65.3332,76.5,-11.166801452636719
41.620514,69.4,-27.77948608398438
39.26286,55.9,-16.637140655517577
61.969734,0.0,61.96973419189453
60.97459,0.0,60.97459030151367
81.33313,65.0,16.3331298828125
-2.6783192,0.0,-2.678319215774536
-0.716874,0.0,-0.7168740034103394
61.442993,91.38,-29.937006835937495
22.176218,88.40000000000002,-66.2237819671631
64.92305,88.40000000000002,-23.476950073242207
62.152695,65.0,-2.8473052978515625
-52.763676,0.0,-52.763675689697266
45.074905,76.5,-31.425094604492188
43.52845,58.900000000000006,-15.371549987792974
37.38813,76.5,-39.11186981201172
89.62733,106.75,-17.12267303466797
64.148865,76.5,-12.35113525390625
70.64913,46.660000000000004,23.98913177490234
62.152695,65.0,-2.8473052978515625
51.196655,76.5,-25.3033447265625
66.08907,55.08,11.009073181152345
74.49947,76.5,-2.0005264282226562
44.743813,55.96,-11.216187438964845
16.665838,36.0,-19.33416175842285
75.98925,68.0,7.989250183105469
34.87299,75.79,-40.91701034545899
31.243698,63.46,-32.21630187988281
31.243698,63.46,-32.21630187988281
40.72224,68.0,-27.277759552001953
73.705055,75.0,-1.2949447631835938
53.813572,89.75,-35.93642807006836
55.686073,72.5,-16.813926696777344
75.66669,94.5,-18.83331298828125
75.66669,94.5,-18.83331298828125
56.902386,76.5,-19.597614288330078
61.35747,94.5,-33.14252853393555
61.35747,94.5,-33.14252853393555
75.66669,94.5,-18.83331298828125
75.66669,94.5,-18.83331298828125
75.66669,94.5,-18.83331298828125
64.70288,85.49999999999999,-20.797119140624986
63.81808,138.5,-74.68191909790039
75.66669,94.5,-18.83331298828125
91.48187,94.5,-3.01812744140625
75.66669,94.5,-18.83331298828125
61.35747,94.5,-33.14252853393555
75.66669,94.5,-18.83331298828125
56.432957,72.5,-16.06704330444336
75.66669,94.5,-18.83331298828125
91.48187,94.5,-3.01812744140625
61.35747,94.5,-33.14252853393555
75.66669,94.5,-18.83331298828125
75.66669,94.5,-18.83331298828125
54.006794,80.75,-26.743206024169922
55.686073,72.5,-16.813926696777344
75.66669,94.5,-18.83331298828125
75.66669,94.5,-18.83331298828125
91.48187,94.5,-3.01812744140625
61.35747,94.5,-33.14252853393555
61.35747,94.5,-33.14252853393555
27.195152,36.25,-9.054847717285156
-6.6395903,76.5,-83.1395902633667
57.53164,76.5,-18.968360900878906
-28.995579,0.0,-28.99557876586914
34.606213,76.5,-41.8937873840332
-16.853163,0.0,-16.85316276550293
150.4471,75.0,75.44709777832031
3.3548796,0.0,3.35487961769104
69.59114,75.0,-5.4088592529296875
,12.0,
22.605337,12.0,10.605337142944336
70.63795,85.49999999999999,-14.862052917480455
-20.629156,0.0,-20.6291561126709
22.605337,12.0,10.605337142944336
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
18.561562,62.0,-43.438438415527344
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
57.182938,62.0,-4.8170623779296875
18.842066,59.99999999999999,-41.157934188842766
-0.34866035,84.0,-84.34866034984589
57.182938,62.0,-4.8170623779296875
11.436732,62.0,-50.56326770782471
11.436732,62.0,-50.56326770782471
57.182938,62.0,-4.8170623779296875
-39.190926,0.0,-39.19092559814453
57.182938,62.0,-4.8170623779296875
36.267975,76.5,-40.232025146484375
81.52821,76.5,5.0282135009765625
79.14923,76.5,2.64923095703125
-0.34866035,84.0,-84.34866034984589
-29.83727,0.0,-29.837270736694336
69.18054,80.0,-10.8194580078125
3.8275385,0.0,3.82753849029541
68.36881,80.0,-11.631187438964844
40.82121,0.0,40.82120895385742
40.82121,0.0,40.82120895385742
66.40984,90.0,-23.59015655517578
133.20137,65.0,68.20137023925781
53.930717,80.0,-26.06928253173828
7.010378,84.0,-76.98962211608887
54.849064,62.0,-7.150936126708984
31.739067,84.0,-52.26093292236328
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
74.216,75.0,-0.78399658203125
46.993885,75.0,-28.006114959716797
76.33921,75.0,1.3392105102539062
76.22457,75.0,1.2245712280273438
57.45947,0.0,57.459468841552734
45.51712,6.0,39.517120361328125
45.51712,6.0,39.517120361328125
43.541325,0.0,43.541324615478516
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
36.7046,85.49999999999999,-48.79539871215819
,12.0,
76.254654,75.0,1.2546539306640625
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
-37.74595,0.0,-37.745948791503906
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
18.371788,62.0,-43.628211975097656
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
,18.0,
65.843,105.0,-39.15699768066406
159.23206,75.0,84.2320556640625
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
54.849064,62.0,-7.150936126708984
40.753582,76.5,-35.74641799926758
14.199646,62.0,-47.80035400390625
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
105.83836,65.0,40.83836364746094
105.83836,65.0,40.83836364746094
147.47621,59.99999999999999,87.47621154785156
105.83836,65.0,40.83836364746094
29.372269,76.5,-47.12773132324219
173.6843,65.0,108.68429565429688
173.6843,65.0,108.68429565429688
92.083176,59.99999999999999,32.083175659179695
105.83836,65.0,40.83836364746094
173.6843,65.0,108.68429565429688
147.47621,59.99999999999999,87.47621154785156
105.83836,65.0,40.83836364746094
173.6843,65.0,108.68429565429688
173.6843,65.0,108.68429565429688
173.6843,65.0,108.68429565429688
105.83836,65.0,40.83836364746094
99.83555,0.0,99.8355484008789
32.63052,61.0,-28.36948013305664
173.6843,65.0,108.68429565429688
173.6843,65.0,108.68429565429688
64.406044,90.0,-25.593955993652344
173.6843,65.0,108.68429565429688
147.47621,59.99999999999999,87.47621154785156
133.61003,90.0,43.61003112792969
173.6843,65.0,108.68429565429688
105.83836,65.0,40.83836364746094
40.52048,66.0,-25.47951889038086
173.6843,65.0,108.68429565429688
173.6843,65.0,108.68429565429688
62.680683,76.5,-13.819316864013672
105.83836,65.0,40.83836364746094
173.6843,65.0,108.68429565429688
147.47621,59.99999999999999,87.47621154785156
173.6843,65.0,108.68429565429688
68.98175,80.0,-11.01824951171875
92.083176,59.99999999999999,32.083175659179695
105.83836,65.0,40.83836364746094
99.83555,0.0,99.8355484008789
48.2845,67.5,-19.215499877929688
48.2845,67.5,-19.215499877929688
79.62458,90.0,-10.375419616699219
73.91592,75.0,-1.0840835571289062
21.818426,76.5,-54.68157386779785
29.526157,85.49999999999999,-55.973842620849595
3.720679,84.0,-80.27932095527649
14.199646,62.0,-47.80035400390625
54.849064,62.0,-7.150936126708984
-37.74595,0.0,-37.745948791503906
36.98626,70.0,-33.01374053955078
61.045464,67.0,-5.954536437988281
67.94527,70.0,-2.0547332763671875
73.64037,81.0,-7.359626770019531
55.615063,81.0,-25.384937286376953
83.08801,80.0,3.0880126953125
153.53656,81.0,72.53656005859375
146.7954,90.0,56.79539489746094
105.05468,81.0,24.05467987060547
2.7870696,0.0,2.78706955909729
64.422424,90.0,-25.57757568359375
89.81364,75.0,14.813636779785156
18.677553,0.0,18.677553176879883
55.610355,68.0,-12.389644622802734
79.957664,90.0,-10.042335510253906
71.689575,76.5,-4.8104248046875
9.579177,76.08,-66.500823097229
14.517929,63.75,-49.23207092285156
79.47945,67.0,12.479446411132812
79.47945,67.0,12.479446411132812
73.11466,67.0,6.114662170410156
53.199474,75.0,-21.800525665283203
52.696445,75.0,-22.30355453491211
94.015854,97.99999999999999,-3.9841461181640483
92.5884,75.0,17.588401794433594
67.84884,81.0,-13.151161193847656
13.448579,62.0,-48.55142116546631
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
48.45415,75.0,-26.545848846435547
46.402546,75.0,-28.597454071044922
104.3209,81.0,23.320899963378906
13.448579,62.0,-48.55142116546631
-2.3061628,84.0,-86.30616283416748
76.29094,75.0,1.2909393310546875
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
58.14915,62.0,-3.850849151611328
85.119255,80.0,5.119255065917969
127.15949,162.0,-34.84050750732422
13.448579,62.0,-48.55142116546631
93.05529,153.0,-59.94470977783203
13.448579,62.0,-48.55142116546631
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
58.14915,62.0,-3.850849151611328
58.14915,62.0,-3.850849151611328
-2.3061628,84.0,-86.30616283416748
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
-30.450445,0.0,-30.4504451751709
108.8633,81.0,27.863296508789062
-2.3061628,84.0,-86.30616283416748
78.229935,81.0,-2.7700653076171875
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
13.448579,62.0,-48.55142116546631
13.448579,62.0,-48.55142116546631
13.448579,62.0,-48.55142116546631
-35.418247,0.0,-35.41824722290039
13.448579,62.0,-48.55142116546631
4.6832557,62.0,-57.316744327545166
13.448579,62.0,-48.55142116546631
70.63875,97.99999999999999,-27.361251831054673
76.29094,75.0,1.2909393310546875
13.448579,62.0,-48.55142116546631
13.448579,62.0,-48.55142116546631
58.14915,62.0,-3.850849151611328
62.993412,59.99999999999999,2.9934120178222727
65.232956,90.0,-24.767044067382812
73.88353,75.0,-1.1164703369140625
70.81486,76.5,-5.685142517089844
72.7657,76.5,-3.7342987060546875
82.05905,75.0,7.059051513671875
60.01003,76.5,-16.489971160888672
81.011986,90.0,-8.988014221191406
66.4773,76.5,-10.022697448730469
67.11635,76.5,-9.383651733398438
74.90892,75.0,-0.0910797119140625
96.144005,80.0,16.144004821777344
96.42233,153.0,-56.577667236328125
54.67282,75.0,-20.327178955078125
70.364975,97.99999999999999,-27.63502502441405
110.71217,89.00000000000001,21.71217346191405
89.74521,75.0,14.745208740234375
22.393673,76.5,-54.106327056884766
76.36883,75.0,1.3688278198242188
73.23096,75.0,-1.76904296875
52.331688,90.0,-37.668312072753906
22.393673,76.5,-54.106327056884766
75.05876,100.0,-24.941238403320312
80.02086,94.5,-14.479141235351562
